name,genre,type,rating,members
Final Fantasy VII: Advent Children Complete,"Action, Fantasy, Super Power",OVA,8.17,77111
Higurashi no Naku Koro ni,"Horror, Mystery, Psychological, Supernatural, Thriller",TV,8.17,359494
Hyouka,"Mystery, School, Slice of Life",TV,8.17,372246
Interstella5555: The 5tory of The 5ecret 5tar 5ystem,"Adventure, Drama, Music, Sci-Fi",Music,8.17,31464
Kanon (2006),"Drama, Romance, Slice of Life, Supernatural",TV,8.17,163171
Kimi ni Todoke 2nd Season,"Romance, School, Shoujo, Slice of Life",TV,8.17,171866
Noragami,"Action, Adventure, Shounen, Supernatural",TV,8.17,515378
Persona 3 the Movie 4: Winter of Rebirth,"Action, Fantasy, Seinen, Supernatural",Movie,8.17,13359
xxxHOLiC Shunmuki,"Comedy, Drama, Mystery, Psychological, Supernatural",OVA,8.17,40401
Zetsuen no Tempest,"Action, Drama, Fantasy, Magic, Mystery, Psychological, Shounen",TV,8.17,259900
Aria The Origination: Sono Choppiri Himitsu no Basho ni...,"Comedy, Shounen, Slice of Life",Special,8.16,11961
Detective Conan Movie 03: The Last Wizard of the Century,"Adventure, Comedy, Mystery, Police, Shounen",Movie,8.16,26799
Detective Conan Movie 04: Captured in Her Eyes,"Adventure, Comedy, Mystery, Police, Shounen",Movie,8.16,25461
Dragon Ball,"Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power",TV,8.16,316102
Hanada Shounen-shi,"Comedy, Drama, Slice of Life, Supernatural",TV,8.16,6321
Junjou Romantica 3,"Comedy, Drama, Romance, Shounen Ai",TV,8.16,39866
Juuni Kokuki,"Action, Adventure, Fantasy, Magic, Supernatural",TV,8.16,66646
Major Movie: Yuujou no Winning Shot,"Action, Shounen, Sports",Movie,8.16,9943
Mirai Shounen Conan,"Adventure, Drama, Sci-Fi",TV,8.16,15557
One Piece Film: Strong World Episode 0,"Action, Adventure, Comedy, Fantasy, Shounen, Super Power",OVA,8.16,33862
Phantom: Requiem for the Phantom,"Action, Drama, Seinen, Thriller",TV,8.16,159105
Tamako Love Story,"Comedy, Romance, Slice of Life",Movie,8.16,72708
Toaru Kagaku no Railgun S,"Action, Sci-Fi, Super Power",TV,8.16,137105
Touch,"Drama, Romance, School, Shounen, Slice of Life, Sports",TV,8.16,12833
Yowamushi Pedal,"Comedy, Drama, Shounen, Sports",TV,8.16,91138
Akira,"Action, Adventure, Horror, Military, Sci-Fi, Supernatural",Movie,8.15,215897
Durarara!!x2 Shou,"Action, Mystery, Supernatural",TV,8.15,189407
Gintama: Jump Festa 2015 Special,"Action, Comedy, Historical, Parody, Samurai, Shounen",Special,8.15,7923
High☆Speed!: Free! Starting Days,"School, Slice of Life, Sports",Movie,8.15,24310
Kyou kara Ore wa!!,"Comedy, Shounen",OVA,8.15,7954
Nurarihyon no Mago: Sennen Makyou,"Action, Demons, Shounen, Supernatural",TV,8.15,75612
Paprika,"Fantasy, Horror, Mystery, Psychological, Sci-Fi, Thriller",Movie,8.15,163308
Prince of Tennis: The National Tournament Finals,"Comedy, School, Shounen, Sports",OVA,8.15,21020
School Rumble Ni Gakki,"Comedy, Romance, School, Shounen",TV,8.15,93095
Sekaiichi Hatsukoi,"Comedy, Drama, Romance, Shounen Ai",TV,8.15,94820
Akagami no Shirayuki-hime 2nd Season,"Drama, Fantasy, Romance, Shoujo",TV,8.14,80862
Clannad: Mou Hitotsu no Sekai, Tomoyo-hen,"Drama, Romance, School, Slice of Life",Special,8.14,160423
Ginga Nagareboshi Gin,"Action, Adventure, Drama, Shounen",TV,8.14,10575
Initial D Fifth Stage,"Action, Cars, Drama, Seinen, Sports",TV,8.14,26711
K-On!!,"Comedy, Music, School, Slice of Life",TV,8.14,246276
Log Horizon,"Action, Adventure, Fantasy, Game, Magic, Shounen",TV,8.14,387100
Sekaiichi Hatsukoi: Valentine-hen,"Comedy, Romance, Shounen Ai",Movie,8.14,13454
Slayers Next,"Adventure, Comedy, Demons, Fantasy, Magic",TV,8.14,39832
Aria The OVA: Arietta,"Fantasy, Sci-Fi, Shounen, Slice of Life",OVA,8.13,20629
Detective Conan Movie 15: Quarter of Silence,"Adventure, Comedy, Mystery, Police, Shounen",Movie,8.13,17165
Digimon Adventure tri. 3: Kokuhaku,"Action, Adventure, Comedy, Drama",Movie,8.13,20989
Gintama: Nanigoto mo Saiyo ga Kanjin nano de Tasho Senobisuru Kurai ga Choudoyoi,"Action, Comedy, Historical, Mecha, Parody, Samurai, Sci-Fi, Shounen",Special,8.13,29331
Igano Kabamaru,"Adventure, Comedy, Romance, Shounen",TV,8.13,5063
Kamisama Hajimemashita,"Comedy, Demons, Fantasy, Romance, Shoujo, Supernatural",TV,8.13,189641
Kara no Kyoukai: Mirai Fukuin,"Drama, Mystery, Seinen, Supernatural",Movie,8.13,41168
Mobile Suit Gundam: The 08th MS Team,"Adventure, Drama, Mecha, Military, Romance, Sci-Fi",OVA,8.13,34177
Omae Umasou da na,"Action, Adventure, Fantasy, Kids",Movie,8.13,6645
Ushio to Tora (TV) 2nd Season,"Comedy, Demons, Shounen, Supernatural",TV,8.13,43916
Ajin 2nd Season,"Action, Horror, Mystery, Seinen, Supernatural",TV,8.12,51382
Aoki Hagane no Arpeggio: Ars Nova Cadenza,"Action, Sci-Fi, Seinen",Movie,8.12,12353
City Hunter 2,"Action, Comedy, Mystery, Shounen",TV,8.12,8199
Durarara!!x2 Ten,"Action, Mystery, Supernatural",TV,8.12,132506
ef: A Tale of Memories.,"Drama, Mystery, Romance",TV,8.12,151106
Ghost in the Shell 2.0,"Action, Mecha, Police, Psychological, Sci-Fi, Seinen",Movie,8.12,51789
Ghost in the Shell: Stand Alone Complex 2nd GIG - Individual Eleven,"Action, Mecha, Sci-Fi",Special,8.12,16614
Ginga Sengoku Gunyuuden Rai,"Adventure, Romance, Sci-Fi, Shounen, Space",TV,8.12,5308
Initial D Second Stage,"Action, Cars, Drama, Seinen, Sports",TV,8.12,45825
Kami nomi zo Shiru Sekai II,"Comedy, Harem, Romance, Shounen, Supernatural",TV,8.12,194300
Noragami Aragoto OVA,"Action, Adventure, Shounen",OVA,8.12,58075
Stand By Me Doraemon,"Comedy, Kids, Sci-Fi, Shounen",Movie,8.12,5712
Yahari Ore no Seishun Love Comedy wa Machigatteiru.,"Comedy, Drama, Romance, School",TV,8.12,353876
Fullmetal Alchemist: Brotherhood Specials,"Adventure, Drama, Fantasy, Magic, Military, Shounen",Special,8.11,67962
Hanamonogatari,"Comedy, Mystery, Supernatural",TV,8.11,124886
Kimi to Boku. 2,"Comedy, Drama, Romance, School, Shounen, Slice of Life",TV,8.11,44564
Ookiku Furikabutte,"Comedy, Sports",TV,8.11,49599
Ore Monogatari!!,"Comedy, Romance, Shoujo",TV,8.11,200833
Tamayura: Sotsugyou Shashin Part 4 - Ashita,"Comedy, Drama, Slice of Life",Movie,8.10,3187
Tekkon Kinkreet,"Action, Adventure, Psychological, Supernatural",Movie,8.11,46018
There She Is!!,"Comedy, Romance",ONA,8.11,13935
xxxHOLiC,"Comedy, Drama, Mystery, Psychological, Supernatural",TV,8.11,150872
Byousoku 5 Centimeter,"Drama, Romance, Slice of Life",Movie,8.10,324035
Danganronpa 3: The End of Kibougamine Gakuen - Kibou-hen,"Action, Horror, Mystery, Psychological",Special,8.10,29969
Ginga Eiyuu Densetsu Gaiden: Rasen Meikyuu,"Drama, Military, Sci-Fi, Space",OVA,8.10,7712
Hyouge Mono,"Historical, Samurai, Seinen",TV,8.10,10649
Karigurashi no Arrietty,"Fantasy",Movie,8.10,97910
Rurouni Kenshin: Meiji Kenkaku Romantan - Seisou-hen,"Drama, Historical, Romance, Samurai, Shounen",OVA,8.10,49454
Tanaka-kun wa Itsumo Kedaruge,"Comedy, School, Slice of Life",TV,8.10,101335
Berserk: Ougon Jidai-hen II - Doldrey Kouryaku,"Action, Adventure, Demons, Drama, Fantasy, Horror, Military, Seinen, Supernatural",Movie,8.09,66721
Darker than Black: Kuro no Keiyakusha Gaiden,"Action, Mystery, Sci-Fi, Super Power",Special,8.09,136135
Elsword: El Lady,"Action, Fantasy",ONA,8.11,3846
Ginga Eiyuu Densetsu: Waga Yuku wa Hoshi no Taikai,"Action, Historical, Military, Sci-Fi, Space",Movie,8.09,15069
Hikaru no Go: Journey to the North Star Cup,"Game, Shounen",Special,8.09,13901
Hybrid Child,"Drama, Historical, Romance, Sci-Fi, Shounen Ai",OVA,8.09,26036
Isekai no Seikishi Monogatari,"Action, Comedy, Ecchi, Fantasy, Harem, Mecha, School",OVA,8.09,72021
Junjou Romantica OVA,"Comedy, Drama, Romance, Shounen Ai",OVA,8.09,23192
Kobato.,"Comedy, Drama, Fantasy",TV,8.09,88986
Kuuchuu Buranko,"Comedy, Drama, Psychological, Seinen",TV,8.09,41521
Macross: Do You Remember Love?,"Action, Mecha, Military, Music, Romance, Sci-Fi, Space",Movie,8.09,19240
One Piece 3D2Y: Ace no shi wo Koete! Luffy Nakama Tono Chikai,"Adventure, Comedy, Fantasy, Shounen",Special,8.09,30516
Prince of Tennis: The National Tournament,"Action, Comedy, Shounen, Sports",OVA,8.09,25170
Prince of Tennis: The National Tournament Semifinals,"Action, Comedy, Sports",OVA,8.09,21186
Eyeshield 21,"Action, Comedy, Shounen, Sports",TV,8.08,83648
Full Moon wo Sagashite,"Comedy, Drama, Music, Romance, Shoujo, Supernatural",TV,8.08,59374
Grisaia no Rakuen,"Drama, Harem, Psychological, Romance",TV,8.08,111962
Jigoku Shoujo Futakomori,"Horror, Mystery, Psychological, Supernatural",TV,8.08,79816
Junjou Romantica,"Comedy, Drama, Romance, Shounen Ai",TV,8.08,117910
Mawaru Penguindrum,"Comedy, Drama, Mystery, Psychological",TV,8.08,156689
SKET Dance OVA,"Comedy, School, Shounen",OVA,8.08,11342
Soul Eater,"Action, Adventure, Comedy, Fantasy, Shounen, Supernatural",TV,8.08,580184
Trigun: Badlands Rumble,"Action, Comedy, Sci-Fi",Movie,8.08,68181
Haibane Renmei,"Drama, Fantasy, Mystery, Psychological, Slice of Life",TV,8.07,120731
Kuroko no Basket: Tip Off,"Comedy, School, Shounen, Sports",Special,8.07,41760
Macross,"Action, Mecha, Military, Music, Romance, Sci-Fi, Space",TV,8.07,44157
Mirai Nikki (TV),"Action, Mystery, Psychological, Shounen, Supernatural, Thriller",TV,8.07,657190
Saiyuuki Reload: Burial,"Action, Adventure, Drama, Fantasy, Shoujo",OVA,8.07,6554
Tentai Senshi Sunred 2nd Season,"Comedy, Parody, Seinen, Super Power",TV,8.07,4584
Terra e... (TV),"Action, Drama, Military, Sci-Fi, Space",TV,8.07,36941
Tokyo Ghoul,"Action, Drama, Horror, Mystery, Psychological, Seinen, Supernatural",TV,8.07,618056
Usagi Drop Specials,"Josei, Slice of Life",Special,8.07,36351
Yume-iro Pâtissière,"Kids, School, Shoujo",TV,8.07,36921
Azumanga Daioh,"Comedy, School, Slice of Life",TV,8.06,170901
Colorful (Movie),"Drama, Slice of Life, Supernatural",Movie,8.06,63263
Detective Conan OVA 09: The Stranger in 10 Years...,"Adventure, Comedy, Mystery, Police, Shounen",OVA,8.06,9649
Drifters: Special Edition,"Action, Adventure, Comedy, Fantasy, Historical, Samurai, Seinen",OVA,8.06,9807
FLCL,"Action, Comedy, Dementia, Mecha, Parody, Sci-Fi",OVA,8.06,305165
Full Metal Panic! The Second Raid,"Action, Mecha, Military",TV,8.06,155340
Kuroshitsuji,"Action, Comedy, Demons, Fantasy, Historical, Shounen, Supernatural",TV,8.06,424919
Love Live! School Idol Project 2nd Season,"Music, School, Slice of Life",TV,8.06,91864
Macross F Movie 2: Sayonara no Tsubasa,"Action, Mecha, Military, Music, Romance, Sci-Fi, Space",Movie,8.06,17826
Magi: Sinbad no Bouken,"Action, Adventure, Fantasy, Magic, Shounen",OVA,8.06,52351
Nekomonogatari: Kuro,"Comedy, Romance, Supernatural",TV,8.06,173264
Saiunkoku Monogatari,"Adventure, Comedy, Drama, Fantasy, Historical, Romance",TV,8.06,50951
School Rumble,"Comedy, Romance, School, Shounen",TV,8.06,178553
Strike the Blood II,"Action, Ecchi, Fantasy, School, Shounen, Supernatural, Vampire",OVA,8.05,28220
Suzumiya Haruhi no Yuuutsu,"Comedy, Mystery, Parody, School, Sci-Fi, Slice of Life",TV,8.06,428569
Flanders no Inu (Movie),"Drama, Historical",Movie,8.05,8505
Golden Boy,"Adventure, Comedy, Ecchi",OVA,8.05,113040
Grisaia no Meikyuu: Caprice no Mayu 0,"Drama",Special,8.05,70039
Kaleido Star,"Comedy, Drama, Fantasy, Shoujo",TV,8.05,42253
Kara no Kyoukai 4: Garan no Dou,"Action, Mystery, Supernatural, Thriller",Movie,8.05,103600
Lupin III vs. Detective Conan: The Movie,"Action, Comedy, Mystery, Shounen",Movie,8.05,10021
Non Non Biyori,"Comedy, School, Seinen, Slice of Life",TV,8.05,133475
Seitokai Yakuindomo* OVA,"Comedy, School, Shounen, Slice of Life",OVA,8.05,26361
Yakitate!! Japan,"Comedy, Shounen",TV,8.05,50876
Beelzebub,"Action, Comedy, Demons, School, Shounen, Supernatural",TV,8.04,217752
Death Billiards,"Drama, Game, Mystery, Psychological, Thriller",Movie,8.04,95690
Durarara!! Specials,"Action, Comedy, Supernatural",Special,8.04,103105
Jormungand: Perfect Order,"Action, Adventure, Seinen",TV,8.04,81951
Mahou Shoujo Lyrical Nanoha: The Movie 1st,"Action, Comedy, Drama, Magic, Super Power",Movie,8.04,20433
Overlord,"Action, Adventure, Fantasy, Game, Magic, Supernatural",TV,8.04,244268
Prince of Tennis,"Action, Comedy, School, Shounen, Sports",TV,8.04,87643
Takarajima,"Adventure, Drama, Historical, Mystery",TV,8.04,5306
xxxHOLiC Movie: Manatsu no Yoru no Yume,"Comedy, Drama, Mystery, Psychological, Supernatural",Movie,8.04,41547
Yuru Yuri San☆Hai!,"Comedy, School, Shoujo Ai, Slice of Life",TV,8.04,44335
Boruto: Naruto the Movie,"Action, Comedy, Martial Arts, Shounen, Super Power",Movie,8.03,74690
Coquelicot-zaka kara,"Historical, Romance, School, Shoujo",Movie,8.03,50689
Eikoku Koi Monogatari Emma: Molders-hen,"Drama, Historical, Romance, Seinen, Slice of Life",TV,8.03,11903
Ergo Proxy,"Mystery, Psychological, Sci-Fi",TV,8.03,265005
Hanasaku Iroha,"Comedy, Drama, Seinen, Slice of Life",TV,8.03,150393
Hataraku Maou-sama!,"Comedy, Demons, Fantasy, Romance, Shounen",TV,8.03,409037
Hibike! Euphonium,"Drama, Music, School",TV,8.03,134694
Higashi no Eden,"Action, Comedy, Drama, Mystery, Romance, Sci-Fi, Thriller",TV,8.03,276593
Ie Naki Ko Remi,"Adventure, Drama, Historical, Slice of Life",TV,8.03,6528
Kono Subarashii Sekai ni Shukufuku wo!,"Adventure, Comedy, Fantasy, Supernatural",TV,8.03,244877
Kurenai no Buta,"Action, Adventure, Comedy, Drama, Historical, Military, Romance",Movie,8.03,74028
Mobile Suit Zeta Gundam,"Drama, Mecha, Military, Sci-Fi, Space",TV,8.03,28959
Prison School,"Comedy, Ecchi, Romance, School, Seinen",TV,8.03,227734
Saint Seiya,"Adventure, Fantasy, Sci-Fi, Shounen",TV,8.03,70559
Sayonara Zetsubou Sensei,"Comedy, Parody, School",TV,8.03,174531
Seto no Hanayome OVA,"Comedy, Parody, Romance, School",OVA,8.03,31973
Zoku Sayonara Zetsubou Sensei,"Comedy, Parody, School",TV,8.03,74040
Akachan to Boku,"Comedy, Drama, Shoujo",TV,8.02,8353
Clannad: After Story - Mou Hitotsu no Sekai, Kyou-hen,"Drama, Romance, School",Special,8.02,138364
Hakuouki Movie 2: Shikon Soukyuu,"Action, Drama, Historical, Josei, Samurai, Supernatural",Movie,8.03,9492
Kara no Kyoukai 2: Satsujin Kousatsu (Zen),"Action, Mystery, Romance, Supernatural, Thriller",Movie,8.02,114415
Macross F,"Action, Mecha, Military, Music, Romance, Sci-Fi, Space",TV,8.02,95551
Magic Kaito,"Adventure, Comedy, Romance, Shounen",Special,8.02,27274
Sakigake!! Cromartie Koukou,"Comedy, School, Shounen",TV,8.02,67254
Shijou Saikyou no Deshi Kenichi OVA,"Action, Comedy, Martial Arts, School, Shounen",OVA,8.02,24167
Touhai Densetsu Akagi: Yami ni Maiorita Tensai,"Game, Psychological, Seinen, Thriller",TV,8.02,48127
Carnival Phantasm,"Comedy, Parody, Supernatural",OVA,8.01,71976
D.Gray-man Hallow,"Action, Demons, Shounen, Super Power",TV,8.01,72499
Date A Live: Encore OVA,"Romance, Slice of Life",OVA,8.01,48432
Dragon Ball Kai (2014),"Action, Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power",TV,8.01,42666
Gochuumon wa Usagi Desu ka??,"Comedy, Slice of Life",TV,8.01,38102
Hidamari Sketch x ☆☆☆,"Comedy, School, Slice of Life",TV,8.01,15748
Kokoro Connect,"Comedy, Drama, Romance, School, Slice of Life, Supernatural",TV,8.01,283847
Saiyuuki Gaiden,"Action, Adventure, Drama, Fantasy, Shoujo",OVA,8.01,5843
Shirokuma Cafe,"Comedy, Josei, Slice of Life",TV,8.01,44668
Zan Sayonara Zetsubou Sensei,"Comedy, Parody, School",TV,8.01,55402
City Hunter,"Action, Comedy, Mystery, Shounen",TV,8.00,19963
Detective Conan Movie 02: The Fourteenth Target,"Adventure, Comedy, Mystery, Police, Shounen",Movie,8.00,26284
Gekkan Shoujo Nozaki-kun Specials,"Comedy, Romance, School",Special,8.00,52672
Giant Robo the Animation: Chikyuu ga Seishi Suru Hi,"Action, Mecha, Sci-Fi, Shounen, Super Power",OVA,8.00,12283
Hetalia: The Beautiful World Specials,"Comedy, Historical, Parody",Special,8.00,8644
Kaleido Star: Legend of Phoenix - Layla Hamilton Monogatari,"Comedy, Drama, Shoujo",OVA,8.00,9268
Kamisama Hajimemashita OVA,"Comedy, Demons, Fantasy, Shoujo, Supernatural",OVA,8.00,38678
Little Witch Academia,"Adventure, Comedy, Fantasy, Magic, School",Movie,8.00,111703
Maria-sama ga Miteru 3rd,"Drama, School, Shoujo Ai, Slice of Life",OVA,8.00,12394
Mobile Suit Gundam Thunderbolt,"Action, Drama, Mecha, Military, Sci-Fi, Space",ONA,8.00,14419
The Everlasting Guilty Crown,"Music",Music,8.00,11663
Bishoujo Senshi Sailor Moon: Sailor Stars,"Adventure, Comedy, Drama, Fantasy, Magic, Romance, Shoujo",TV,7.99,52586
Break Blade 4: Sanka no Chi,"Action, Fantasy, Mecha, Military, Shounen",Movie,7.99,41598
Hanasaku Iroha: Home Sweet Home,"Comedy, Drama, Slice of Life",Movie,7.99,34630
Hidamari Sketch x Honeycomb,"Comedy, School, Slice of Life",TV,7.99,12590
Hokuto no Ken,"Action, Drama, Martial Arts, Sci-Fi, Shounen",TV,7.99,40271
Les Misérables: Shoujo Cosette,"Drama, Historical, Shoujo, Slice of Life",TV,7.99,9605
Serial Experiments Lain,"Dementia, Drama, Mystery, Psychological, Sci-Fi, Supernatural",TV,7.99,215829
Shiki,"Mystery, Supernatural, Thriller, Vampire",TV,7.99,251093
Ushiro no Shoumen Daare,"Drama, Historical",Movie,7.99,3811
Baka to Test to Shoukanjuu Ni!,"Comedy, Romance, School, Super Power",TV,7.98,183722
Detective Conan Movie 01: The Timed Skyscraper,"Adventure, Comedy, Mystery, Police, Shounen",Movie,7.98,28947
Detective Conan Movie 07: Crossroad in the Ancient Capital,"Adventure, Comedy, Mystery, Police, Shounen",Movie,7.98,21729
Gundam Build Fighters,"Action, Mecha, Sci-Fi",TV,7.98,31606
Hetalia: The Beautiful World,"Comedy, Historical, Parody",ONA,7.98,34960
Initial D Third Stage,"Action, Cars, Drama, Seinen, Sports",Movie,7.98,39374
Kuroko no Basket 3rd Season NG-shuu,"Comedy, Sports",Special,7.98,10778
Neko no Ongaeshi,"Adventure, Drama, Fantasy",Movie,7.98,92499
Seihou Bukyou Outlaw Star,"Action, Adventure, Comedy, Sci-Fi, Space",TV,7.98,78600
White Album 2,"Drama, Music, Romance, Slice of Life",TV,7.98,91075
Gate: Jieitai Kanochi nite, Kaku Tatakaeri,"Action, Adventure, Fantasy, Military",TV,7.97,244314
Gate: Jieitai Kanochi nite, Kaku Tatakaeri 2nd Season,"Action, Adventure, Fantasy, Military",TV,7.97,153501
Ghost Hunt,"Comedy, Horror, Mystery, Shoujo, Supernatural",TV,7.97,126426
Gungrave,"Action, Drama, Sci-Fi, Seinen, Super Power",TV,7.97,95825
Jungle wa Itsumo Hare nochi Guu,"Comedy, School, Slice of Life",TV,7.97,22214
Kuroko no Basket 2nd Season NG-shuu,"Comedy, Sports",Special,7.97,20477
Kyou kara Maou! 3rd Series,"Adventure, Comedy, Fantasy, Romance, Shoujo",TV,7.97,19510
